Mag_AB	SNR	zodi Filt	time
  25.70   15.0  1.4  F129       1788
  25.70   15.0  1.4  F158       1861
  25.70   15.0  1.4  F184       4314
  25.70   15.0  1.4  F146        867
  25.70   15.0  1.4  F213      48674
  25.70   15.0  2.0  F062       1195
  25.70   15.0  2.0  F087       2244
  25.70   15.0  2.0  F106       2299
  25.70   15.0  2.0  F129       2335
  25.70   15.0  2.0  F158       2390
  25.70   15.0  2.0  F184       5089
  25.70   15.0  2.0  F146       1049
  25.70   15.0  2.0  F213      49449
  25.70   15.0  3.0  F062       1642
  25.70   15.0  3.0  F087       3110
  25.70   15.0  3.0  F106       3211
  25.70   15.0  3.0  F129       3265
  25.70   15.0  3.0  F158       3275
  25.70   15.0  3.0  F184       6384
  25.70   15.0  3.0  F146       1359
  25.70   15.0  3.0  F213      50753
  25.70   20.0  1.4  F062       1624
  25.70   20.0  1.4  F087       3028
  25.70   20.0  1.4  F106       3092
  25.70   20.0  1.4  F129       3147
  25.70   20.0  1.4  F158       3275
  25.70   20.0  1.4  F184       7643
  25.70   20.0  1.4  F146       1542
  25.70   20.0  1.4  F213      86531
  25.70   20.0  2.0  F062       2098
  25.70   20.0  2.0  F087       3959
  25.70   20.0  2.0  F106       4059
  25.70   20.0  2.0  F129       4132
  25.70   20.0  2.0  F158       4223
  25.70   20.0  2.0  F184       9020
  25.70   20.0  2.0  F146       1861
  25.70   20.0  2.0  F213      87917
  25.70   20.0  3.0  F062       2892
  25.70   20.0  3.0  F087       5518
  25.70   20.0  3.0  F106       5691
  25.70   20.0  3.0  F129       5783
  25.70   20.0  3.0  F158       5801
  25.70   20.0  3.0  F184      11328
  25.70   20.0  3.0  F146       2408
  25.70   20.0  3.0  F213      90225
  25.70   50.0  1.4  F062       9950
  25.70   50.0  1.4  F087      18733
  25.70   50.0  1.4  F106      19098
  25.70   50.0  1.4  F129      19444
  25.70   50.0  1.4  F158      20292
  25.70   50.0  1.4  F184      47543
  25.70   50.0  1.4  F146       9576
  25.70   50.0  1.4  F213     540798
  25.70   50.0  2.0  F062      12960
  25.70   50.0  2.0  F087      24597
  25.70   50.0  2.0  F106      25236
  25.70   50.0  2.0  F129      25664
  25.70   50.0  2.0  F158      26239
  25.70   50.0  2.0  F184      56216
  25.70   50.0  2.0  F146      11619
  25.70   50.0  2.0  F213     549471
  25.70   50.0  3.0  F062      17985
  25.70   50.0  3.0  F087      34392
  25.70   50.0  3.0  F106      35468
  25.70   50.0  3.0  F129      36052
  25.70   50.0  3.0  F158      36152
  25.70   50.0  3.0  F184      70671
  25.70   50.0  3.0  F146      15039
  25.70   50.0  3.0  F213     563917
  25.80    5.0  1.4  F062        183
  25.80    5.0  1.4  F087        283
  25.80    5.0  1.4  F106        283
  25.80    5.0  1.4  F129        292
  25.80    5.0  1.4  F158        301
  25.80    5.0  1.4  F184        621
  25.80    5.0  1.4  F146        137
  25.80    5.0  1.4  F213       6503
  25.80    5.0  2.0  F062        201
  25.80    5.0  2.0  F087        338
  25.80    5.0  2.0  F106        347
  25.80    5.0  2.0  F129        347
  25.80    5.0  2.0  F158        356
  25.80    5.0  2.0  F184        712
  25.80    5.0  2.0  F146        156
  25.80    5.0  2.0  F213       6603
  25.80    5.0  3.0  F062        247
  25.80    5.0  3.0  F087        438
  25.80    5.0  3.0  F106        456
  25.80    5.0  3.0  F129        456
  25.80    5.0  3.0  F158        466
  25.80    5.0  3.0  F184        876
  25.80    5.0  3.0  F146        192
  25.80    5.0  3.0  F213       6777
  25.80   10.0  1.4  F062        520
  25.80   10.0  1.4  F087        940
  25.80   10.0  1.4  F106        958
  25.80   10.0  1.4  F129        976
  25.80   10.0  1.4  F158       1013
  25.80   10.0  1.4  F184       2317
  25.80   10.0  1.4  F146        466
  25.80   10.0  1.4  F213      26002
  25.80   10.0  2.0  F062        657
  25.80   10.0  2.0  F087       1213
  25.80   10.0  2.0  F106       1241
  25.80   10.0  2.0  F129       1259
  25.80   10.0  2.0  F158       1286
  25.80   10.0  2.0  F184       2727
  25.80   10.0  2.0  F146        566
  25.80   10.0  2.0  F213      26412
  25.80   10.0  3.0  F062        885
  25.80   10.0  3.0  F087       1669
  25.80   10.0  3.0  F106       1715
  25.80   10.0  3.0  F129       1752
  25.80   10.0  3.0  F158       1752
  25.80   10.0  3.0  F184       3411
  25.80   10.0  3.0  F146        721
  25.80   10.0  3.0  F213      27105
  25.80   15.0  1.4  F062       1104
  25.80   15.0  1.4  F087       2052
  25.80   15.0  1.4  F106       2089
  25.80   15.0  1.4  F129       2125
  25.80   15.0  1.4  F158       2217
  25.80   15.0  1.4  F184       5162
  25.80   15.0  1.4  F146       1040
  25.80   15.0  1.4  F213      58496
  25.80   15.0  2.0  F062       1423
  25.80   15.0  2.0  F087       2673
  25.80   15.0  2.0  F106       2746
  25.80   15.0  2.0  F129       2791
  25.80   15.0  2.0  F158       2855
  25.80   15.0  2.0  F184       6093
  25.80   15.0  2.0  F146       1259
  25.80   15.0  2.0  F213      59436
  25.80   15.0  3.0  F062       1952
  25.80   15.0  3.0  F087       3721
  25.80   15.0  3.0  F106       3840
  25.80   15.0  3.0  F129       3904
  25.80   15.0  3.0  F158       3913
  25.80   15.0  3.0  F184       7652
  25.80   15.0  3.0  F146       1624
  25.80   15.0  3.0  F213      60995
  25.80   20.0  1.4  F062       1925
  25.80   20.0  1.4  F087       3612
  25.80   20.0  1.4  F106       3676
  25.80   20.0  1.4  F129       3749
  25.80   20.0  1.4  F158       3913
  25.80   20.0  1.4  F184       9139
  25.80   20.0  1.4  F146       1843
  25.80   20.0  1.4  F213     103987
  25.80   20.0  2.0  F062       2499
  25.80   20.0  2.0  F087       4725
  25.80   20.0  2.0  F106       4852
  25.80   20.0  2.0  F129       4934
  25.80   20.0  2.0  F158       5044
  25.80   20.0  2.0  F184      10808
  25.80   20.0  2.0  F146       2235
  25.80   20.0  2.0  F213     105656
  25.80   20.0  3.0  F062       3457
  25.80   20.0  3.0  F087       6603
  25.80   20.0  3.0  F106       6813
  25.80   20.0  3.0  F129       6923
  25.80   20.0  3.0  F158       6941
  25.80   20.0  3.0  F184      13580
  25.80   20.0  3.0  F146       2882
  25.80   20.0  3.0  F213     108437
  25.80   50.0  1.4  F062      11838
  25.80   50.0  1.4  F087      22344
  25.80   50.0  1.4  F106      22800
  25.80   50.0  1.4  F129      23211
  25.80   50.0  1.4  F158      24232
  25.80   50.0  1.4  F184      56928
  25.80   50.0  1.4  F146      11455
  25.80   50.0  1.4  F213     649937
  25.80   50.0  2.0  F062      15459
  25.80   50.0  2.0  F087      29403
  25.80   50.0  2.0  F106      30179
  25.80   50.0  2.0  F129      30698
  25.80   50.0  2.0  F158      31382
  25.80   50.0  2.0  F184      67352
  25.80   50.0  2.0  F146      13918
  25.80   50.0  2.0  F213     660361
  25.80   50.0  3.0  F062      21496
  25.80   50.0  3.0  F087      41177
  25.80   50.0  3.0  F106      42481
  25.80   50.0  3.0  F129      43184
  25.80   50.0  3.0  F158      43302
  25.80   50.0  3.0  F184      84734
  25.80   50.0  3.0  F146      18022
  25.80   50.0  3.0  F213     677735
  25.90    5.0  1.4  F062        201
  25.90    5.0  1.4  F087        329
  25.90    5.0  1.4  F106        329
  25.90    5.0  1.4  F129        338
  25.90    5.0  1.4  F158        347
  25.90    5.0  1.4  F184        730
  25.90    5.0  1.4  F146        156
  25.90    5.0  1.4  F213       7816
  25.90    5.0  2.0  F062        238
  25.90    5.0  2.0  F087        393
  25.90    5.0  2.0  F106        402
  25.90    5.0  2.0  F129        411
  25.90    5.0  2.0  F158        420
  25.90    5.0  2.0  F184        849
  25.90    5.0  2.0  F146        183
  25.90    5.0  2.0  F213       7935
  25.90    5.0  3.0  F062        292
  25.90    5.0  3.0  F087        520
  25.90    5.0  3.0  F106        539
  25.90    5.0  3.0  F129        548
  25.90    5.0  3.0  F158        548
  25.90    5.0  3.0  F184       1049
  25.90    5.0  3.0  F146        228
  25.90    5.0  3.0  F213       8145
  25.90   10.0  1.4  F062        612
  25.90   10.0  1.4  F087       1113
  25.90   10.0  1.4  F106       1131
  25.90   10.0  1.4  F129       1150
  25.90   10.0  1.4  F158       1204
  25.90   10.0  1.4  F184       2764
  25.90   10.0  1.4  F146        557
  25.90   10.0  1.4  F213      31246
  25.90   10.0  2.0  F062        776
  25.90   10.0  2.0  F087       1441
  25.90   10.0  2.0  F106       1478
  25.90   10.0  2.0  F129       1496
  25.90   10.0  2.0  F158       1533
  25.90   10.0  2.0  F184       3265
  25.90   10.0  2.0  F146        675
  25.90   10.0  2.0  F213      31747
  25.90   10.0  3.0  F062       1049
  25.90   10.0  3.0  F087       1998
  25.90   10.0  3.0  F106       2052
  25.90   10.0  3.0  F129       2089
  25.90   10.0  3.0  F158       2098
  25.90   10.0  3.0  F184       4086
  25.90   10.0  3.0  F146        867
  25.90   10.0  3.0  F213      32586
  25.90   15.0  1.4  F062       1305
  25.90   15.0  1.4  F087       2436
  25.90   15.0  1.4  F106       2490
  25.90   15.0  1.4  F129       2536
  25.90   15.0  1.4  F158       2645
  25.90   15.0  1.4  F184       6175
  25.90   15.0  1.4  F146       1241
  25.90   15.0  1.4  F213      70307
  25.90   15.0  2.0  F062       1688
  25.90   15.0  2.0  F087       3192
  25.90   15.0  2.0  F106       3275
  25.90   15.0  2.0  F129       3329
  25.90   15.0  2.0  F158       3411
  25.90   15.0  2.0  F184       7296
  25.90   15.0  2.0  F146       1505
  25.90   15.0  2.0  F213      71428
  25.90   15.0  3.0  F062       2335
  25.90   15.0  3.0  F087       4460
  25.90   15.0  3.0  F106       4597
  25.90   15.0  3.0  F129       4670
  25.90   15.0  3.0  F158       4688
  25.90   15.0  3.0  F184       9166
  25.90   15.0  3.0  F146       1952
  25.90   15.0  3.0  F213      73307
  25.90   20.0  1.4  F062       2290
  25.90   20.0  1.4  F087       4305
  25.90   20.0  1.4  F106       4387
  25.90   20.0  1.4  F129       4469
  25.90   20.0  1.4  F158       4670
  25.90   20.0  1.4  F184      10944
  25.90   20.0  1.4  F146       2198
  25.90   20.0  1.4  F213     124981
  25.90   20.0  2.0  F062       2974
  25.90   20.0  2.0  F087       5655
  25.90   20.0  2.0  F106       5801
  25.90   20.0  2.0  F129       5901
  25.90   20.0  2.0  F158       6029
  25.90   20.0  2.0  F184      12942
  25.90   20.0  2.0  F146       2673
  25.90   20.0  2.0  F213     126987
  25.90   20.0  3.0  F062       4132
  25.90   20.0  3.0  F087       7908
  25.90   20.0  3.0  F106       8163
  25.90   20.0  3.0  F129       8291
  25.90   20.0  3.0  F158       8318
  25.90   20.0  3.0  F184      16280
  25.90   20.0  3.0  F146       3457
  25.90   20.0  3.0  F213     130334
  25.90   50.0  1.4  F062      14082
  25.90   50.0  1.4  F087      26667
  25.90   50.0  1.4  F106      27233
  25.90   50.0  1.4  F129      27725
  25.90   50.0  1.4  F158      28966
  25.90   50.0  1.4  F184      68182
  25.90   50.0  1.4  F146      13717
  25.90   50.0  1.4  F213     781147
  25.90   50.0  2.0  F062      18441
  25.90   50.0  2.0  F087      35158
  25.90   50.0  2.0  F106      36107
  25.90   50.0  2.0  F129      36727
  25.90   50.0  2.0  F158      37566
  25.90   50.0  2.0  F184      80722
  25.90   50.0  2.0  F146      16681
  25.90   50.0  2.0  F213     793678
  25.90   50.0  3.0  F062      25710
  25.90   50.0  3.0  F087      49321
  25.90   50.0  3.0  F106      50899
  25.90   50.0  3.0  F129      51738
  25.90   50.0  3.0  F158      51893
  25.90   50.0  3.0  F184     101616
  25.90   50.0  3.0  F146      21615
  25.90   50.0  3.0  F213     814562
  26.00    5.0  1.4  F062        228
  26.00    5.0  1.4  F087        374
  26.00    5.0  1.4  F106        384
  26.00    5.0  1.4  F129        384
  26.00    5.0  1.4  F158        402
  26.00    5.0  1.4  F184        867
  26.00    5.0  1.4  F146        183
  26.00    5.0  1.4  F213       9385
  26.00    5.0  2.0  F062        265
  26.00    5.0  2.0  F087        466
  26.00    5.0  2.0  F106        475
  26.00    5.0  2.0  F129        484
  26.00    5.0  2.0  F158        493
  26.00    5.0  2.0  F184       1004
  26.00    5.0  2.0  F146        210
  26.00    5.0  2.0  F213       9540
  26.00    5.0  3.0  F062        338
  26.00    5.0  3.0  F087        621
  26.00    5.0  3.0  F106        639
  26.00    5.0  3.0  F129        648
  26.00    5.0  3.0  F158        648
  26.00    5.0  3.0  F184       1250
  26.00    5.0  3.0  F146        265
  26.00    5.0  3.0  F213       9786
  26.00   10.0  1.4  F062        721
  26.00   10.0  1.4  F087       1323
  26.00   10.0  1.4  F106       1341
  26.00   10.0  1.4  F129       1368
  26.00   10.0  1.4  F158       1423
  26.00   10.0  1.4  F184       3311
  26.00   10.0  1.4  F146        666
  26.00   10.0  1.4  F213      37557
  26.00   10.0  2.0  F062        912
  26.00   10.0  2.0  F087       1715
  26.00   10.0  2.0  F106       1761
  26.00   10.0  2.0  F129       1788
  26.00   10.0  2.0  F158       1824
  26.00   10.0  2.0  F184       3904
  26.00   10.0  2.0  F146        803
  26.00   10.0  2.0  F213      38159
  26.00   10.0  3.0  F062       1250
  26.00   10.0  3.0  F087       2381
  26.00   10.0  3.0  F106       2463
  26.00   10.0  3.0  F129       2499
  26.00   10.0  3.0  F158       2508
  26.00   10.0  3.0  F184       4898
  26.00   10.0  3.0  F146       1040
  26.00   10.0  3.0  F213      39162
  26.00   15.0  1.4  F062       1551
  26.00   15.0  1.4  F087       2901
  26.00   15.0  1.4  F106       2964
  26.00   15.0  1.4  F129       3019
  26.00   15.0  1.4  F158       3156
  26.00   15.0  1.4  F184       7388
  26.00   15.0  1.4  F146       1487
  26.00   15.0  1.4  F213      84497
  26.00   15.0  2.0  F062       2007
  26.00   15.0  2.0  F087       3813
  26.00   15.0  2.0  F106       3913
  26.00   15.0  2.0  F129       3986
  26.00   15.0  2.0  F158       4077
  26.00   15.0  2.0  F184       8737
  26.00   15.0  2.0  F146       1806
  26.00   15.0  2.0  F213      85856
  26.00   15.0  3.0  F062       2782
  26.00   15.0  3.0  F087       5336
  26.00   15.0  3.0  F106       5509
  26.00   15.0  3.0  F129       5600
  26.00   15.0  3.0  F158       5618
  26.00   15.0  3.0  F184      10990
  26.00   15.0  3.0  F146       2335
  26.00   15.0  3.0  F213      88109
  26.00   20.0  1.4  F062       2718
  26.00   20.0  1.4  F087       5135
  26.00   20.0  1.4  F106       5235
  26.00   20.0  1.4  F129       5336
  26.00   20.0  1.4  F158       5573
  26.00   20.0  1.4  F184      13106
  26.00   20.0  1.4  F146       2636
  26.00   20.0  1.4  F213     150216
  26.00   20.0  2.0  F062       3548
  26.00   20.0  2.0  F087       6758
  26.00   20.0  2.0  F106       6941
  26.00   20.0  2.0  F129       7059
  26.00   20.0  2.0  F158       7214
  26.00   20.0  2.0  F184      15514
  26.00   20.0  2.0  F146       3202
  26.00   20.0  2.0  F213     152624
  26.00   20.0  3.0  F062       4934
  26.00   20.0  3.0  F087       9467
  26.00   20.0  3.0  F106       9777
  26.00   20.0  3.0  F129       9941
  26.00   20.0  3.0  F158       9969
  26.00   20.0  3.0  F184      19526
  26.00   20.0  3.0  F146       4150
  26.00   20.0  3.0  F213     156646
  26.00   50.0  1.4  F062      16781
  26.00   50.0  1.4  F087      31857
  26.00   50.0  1.4  F106      32541
  26.00   50.0  1.4  F129      33143
  26.00   50.0  1.4  F158      34638
  26.00   50.0  1.4  F184      81688
  26.00   50.0  1.4  F146      16435
  26.00   50.0  1.4  F213     938859
  26.00   50.0  2.0  F062      22016
  26.00   50.0  2.0  F087      42071
  26.00   50.0  2.0  F106      43211
  26.00   50.0  2.0  F129      43968
  26.00   50.0  2.0  F158      44971
  26.00   50.0  2.0  F184      96764
  26.00   50.0  2.0  F146      19992
  26.00   50.0  2.0  F213     953925
  26.00   50.0  3.0  F062      30753
  26.00   50.0  3.0  F087      59089
  26.00   50.0  3.0  F106      61004
  26.00   50.0  3.0  F129      62016
  26.00   50.0  3.0  F158      62208
  26.00   50.0  3.0  F184     121889
  26.00   50.0  3.0  F146      25929
  26.00   50.0  3.0  F213     979032
  26.10    5.0  1.4  F062        265
  26.10    5.0  1.4  F087        438
  26.10    5.0  1.4  F106        438
  26.10    5.0  1.4  F129        447
  26.10    5.0  1.4  F158        466
  26.10    5.0  1.4  F184       1031
  26.10    5.0  1.4  F146        210
  26.10    5.0  1.4  F213      11282
  26.10    5.0  2.0  F062        311
  26.10    5.0  2.0  F087        548
  26.10    5.0  2.0  F106        557
  26.10    5.0  2.0  F129        566
  26.10    5.0  2.0  F158        575
  26.10    5.0  2.0  F184       1195
  26.10    5.0  2.0  F146        247
  26.10    5.0  2.0  F213      11464
  26.10    5.0  3.0  F062        402
  26.10    5.0  3.0  F087        739
  26.10    5.0  3.0  F106        757
  26.10    5.0  3.0  F129        767
  26.10    5.0  3.0  F158        776
  26.10    5.0  3.0  F184       1487
  26.10    5.0  3.0  F146        320
  26.10    5.0  3.0  F213      11765
  26.10   10.0  1.4  F062        849
  26.10   10.0  1.4  F087       1569
  26.10   10.0  1.4  F106       1596
  26.10   10.0  1.4  F129       1624
  26.10   10.0  1.4  F158       1697
  26.10   10.0  1.4  F184       3959
  26.10   10.0  1.4  F146        794
  26.10   10.0  1.4  F213      45135
  26.10   10.0  2.0  F062       1086
  26.10   10.0  2.0  F087       2043
  26.10   10.0  2.0  F106       2098
  26.10   10.0  2.0  F129       2135
  26.10   10.0  2.0  F158       2180
  26.10   10.0  2.0  F184       4670
  26.10   10.0  2.0  F146        967
  26.10   10.0  2.0  F213      45865
  26.10   10.0  3.0  F062       1496
  26.10   10.0  3.0  F087       2855
  26.10   10.0  3.0  F106       2946
  26.10   10.0  3.0  F129       2992
  26.10   10.0  3.0  F158       3001
  26.10   10.0  3.0  F184       5874
  26.10   10.0  3.0  F146       1250
  26.10   10.0  3.0  F213      47069
  26.10   15.0  1.4  F062       1843
  26.10   15.0  1.4  F087       3466
  26.10   15.0  1.4  F106       3539
  26.10   15.0  1.4  F129       3603
  26.10   15.0  1.4  F158       3767
  26.10   15.0  1.4  F184       8847
  26.10   15.0  1.4  F146       1779
  26.10   15.0  1.4  F213     101561
  26.10   15.0  2.0  F062       2399
  26.10   15.0  2.0  F087       4560
  26.10   15.0  2.0  F106       4679
  26.10   15.0  2.0  F129       4761
  26.10   15.0  2.0  F158       4871
  26.10   15.0  2.0  F184      10470
  26.10   15.0  2.0  F146       2162
  26.10   15.0  2.0  F213     103193
  26.10   15.0  3.0  F062       3329
  26.10   15.0  3.0  F087       6394
  26.10   15.0  3.0  F106       6594
  26.10   15.0  3.0  F129       6704
  26.10   15.0  3.0  F158       6731
  26.10   15.0  3.0  F184      13188
  26.10   15.0  3.0  F146       2800
  26.10   15.0  3.0  F213     105902
  26.10   20.0  1.4  F062       3238
  26.10   20.0  1.4  F087       6129
  26.10   20.0  1.4  F106       6257
  26.10   20.0  1.4  F129       6375
  26.10   20.0  1.4  F158       6658
  26.10   20.0  1.4  F184      15696
  26.10   20.0  1.4  F146       3156
  26.10   20.0  1.4  F213     180549
  26.10   20.0  2.0  F062       4232
  26.10   20.0  2.0  F087       8081
  26.10   20.0  2.0  F106       8300
  26.10   20.0  2.0  F129       8446
  26.10   20.0  2.0  F158       8637
  26.10   20.0  2.0  F184      18587
  26.10   20.0  2.0  F146       3840
  26.10   20.0  2.0  F213     183449
  26.10   20.0  3.0  F062       5901
  26.10   20.0  3.0  F087      11346
  26.10   20.0  3.0  F106      11720
  26.10   20.0  3.0  F129      11911
  26.10   20.0  3.0  F158      11948
  26.10   20.0  3.0  F184      23421
  26.10   20.0  3.0  F146       4980
  26.10   20.0  3.0  F213     188274
  26.10   50.0  1.4  F062      20001
  26.10   50.0  1.4  F087      38076
  26.10   50.0  1.4  F106      38906
  26.10   50.0  1.4  F129      39636
  26.10   50.0  1.4  F158      41442
  26.10   50.0  1.4  F184      97904
  26.10   50.0  1.4  F146      19691
  26.10   50.0  1.4  F213    1128436
  26.10   50.0  2.0  F062      26303
  26.10   50.0  2.0  F087      50352
  26.10   50.0  2.0  F106      51738
  26.10   50.0  2.0  F129      52650
  26.10   50.0  2.0  F158      53863
  26.10   50.0  2.0  F184     116025
  26.10   50.0  2.0  F146      23968
  26.10   50.0  2.0  F213    1146549
  26.10   50.0  3.0  F062      36809
  26.10   50.0  3.0  F087      70817
  26.10   50.0  3.0  F106      73134
  26.10   50.0  3.0  F129      74347
  26.10   50.0  3.0  F158      74584
  26.10   50.0  3.0  F184     146240
  26.10   50.0  3.0  F146      31109
  26.10   50.0  3.0  F213    1176736
  26.20    5.0  1.4  F062        301
  26.20    5.0  1.4  F087        511
  26.20    5.0  1.4  F106        520
  26.20    5.0  1.4  F129        529
  26.20    5.0  1.4  F158        548
  26.20    5.0  1.4  F184       1223
  26.20    5.0  1.4  F146        247
  26.20    5.0  1.4  F213      13562
  26.20    5.0  2.0  F062        356
  26.20    5.0  2.0  F087        639
  26.20    5.0  2.0  F106        657
  26.20    5.0  2.0  F129        666
  26.20    5.0  2.0  F158        684
  26.20    5.0  2.0  F184       1432
  26.20    5.0  2.0  F146        301
  26.20    5.0  2.0  F213      13781
  26.20    5.0  3.0  F062        475
  26.20    5.0  3.0  F087        876
  26.20    5.0  3.0  F106        903
  26.20    5.0  3.0  F129        912
  26.20    5.0  3.0  F158        922
  26.20    5.0  3.0  F184       1779
  26.20    5.0  3.0  F146        384
  26.20    5.0  3.0  F213      14146
  26.20   10.0  1.4  F062       1004
  26.20   10.0  1.4  F087       1861
  26.20   10.0  1.4  F106       1897
  26.20   10.0  1.4  F129       1934
  26.20   10.0  1.4  F158       2025
  26.20   10.0  1.4  F184       4734
  26.20   10.0  1.4  F146        949
  26.20   10.0  1.4  F213      54255
  26.20   10.0  2.0  F062       1286
  26.20   10.0  2.0  F087       2445
  26.20   10.0  2.0  F106       2508
  26.20   10.0  2.0  F129       2554
  26.20   10.0  2.0  F158       2609
  26.20   10.0  2.0  F184       5600
  26.20   10.0  2.0  F146       1159
  26.20   10.0  2.0  F213      55122
  26.20   10.0  3.0  F062       1788
  26.20   10.0  3.0  F087       3411
  26.20   10.0  3.0  F106       3530
  26.20   10.0  3.0  F129       3585
  26.20   10.0  3.0  F158       3594
  26.20   10.0  3.0  F184       7041
  26.20   10.0  3.0  F146       1496
  26.20   10.0  3.0  F213      56581
  26.20   15.0  1.4  F062       2189
  26.20   15.0  1.4  F087       4132
  26.20   15.0  1.4  F106       4223
  26.20   15.0  1.4  F129       4305
  26.20   15.0  1.4  F158       4497
  26.20   15.0  1.4  F184      10598
  26.20   15.0  1.4  F146       2125
  26.20   15.0  1.4  F213     122072
  26.20   15.0  2.0  F062       2855
  26.20   15.0  2.0  F087       5454
  26.20   15.0  2.0  F106       5600
  26.20   15.0  2.0  F129       5700
  26.20   15.0  2.0  F158       5837
  26.20   15.0  2.0  F184      12550
  26.20   15.0  2.0  F146       2591
  26.20   15.0  2.0  F213     124032
  26.20   15.0  3.0  F062       3986
  26.20   15.0  3.0  F087       7661
  26.20   15.0  3.0  F106       7908
  26.20   15.0  3.0  F129       8044
  26.20   15.0  3.0  F158       8072
  26.20   15.0  3.0  F184      15815
  26.20   15.0  3.0  F146       3357
  26.20   15.0  3.0  F213     127297
  26.20   20.0  1.4  F062       3849
  26.20   20.0  1.4  F087       7315
  26.20   20.0  1.4  F106       7479
  26.20   20.0  1.4  F129       7616
  26.20   20.0  1.4  F158       7962
  26.20   20.0  1.4  F184      18815
  26.20   20.0  1.4  F146       3785
  26.20   20.0  1.4  F213     217020
  26.20   20.0  2.0  F062       5053
  26.20   20.0  2.0  F087       9668
  26.20   20.0  2.0  F106       9941
  26.20   20.0  2.0  F129      10115
  26.20   20.0  2.0  F158      10352
  26.20   20.0  2.0  F184      22290
  26.20   20.0  2.0  F146       4606
  26.20   20.0  2.0  F213     220504
  26.20   20.0  3.0  F062       7068
  26.20   20.0  3.0  F087      13598
  26.20   20.0  3.0  F106      14045
  26.20   20.0  3.0  F129      14282
  26.20   20.0  3.0  F158      14328
  26.20   20.0  3.0  F184      28099
  26.20   20.0  3.0  F146       5974
  26.20   20.0  3.0  F213     226304
  26.20   50.0  1.4  F062      23868
  26.20   50.0  1.4  F087      45528
  26.20   50.0  1.4  F106      46540
  26.20   50.0  1.4  F129      47415
  26.20   50.0  1.4  F158      49595
  26.20   50.0  1.4  F184     117366
  26.20   50.0  1.4  F146      23603
  26.20   50.0  1.4  F213    1356354
  26.20   50.0  2.0  F062      31437
  26.20   50.0  2.0  F087      60284
  26.20   50.0  2.0  F106      61971
  26.20   50.0  2.0  F129      63065
  26.20   50.0  2.0  F158      64534
  26.20   50.0  2.0  F184     139163
  26.20   50.0  2.0  F146      28747
  26.20   50.0  2.0  F213    1378133
  26.20   50.0  3.0  F062      44068
  26.20   50.0  3.0  F087      84899
  26.20   50.0  3.0  F106      87689
  26.20   50.0  3.0  F129      89158
  26.20   50.0  3.0  F158      89449
  26.20   50.0  3.0  F184     175488
  26.20   50.0  3.0  F146      37320
  26.20   50.0  3.0  F213    1414421
  26.30    5.0  1.4  F062        347
  26.30    5.0  1.4  F087        602
  26.30    5.0  1.4  F106        612
  26.30    5.0  1.4  F129        621
  26.30    5.0  1.4  F158        648
  26.30    5.0  1.4  F184       1451
  26.30    5.0  1.4  F146        292
  26.30    5.0  1.4  F213      16307
  26.30    5.0  2.0  F062        420
  26.30    5.0  2.0  F087        757
  26.30    5.0  2.0  F106        776
  26.30    5.0  2.0  F129        794
  26.30    5.0  2.0  F158        812
  26.30    5.0  2.0  F184       1706
  26.30    5.0  2.0  F146        356
  26.30    5.0  2.0  F213      16562
  26.30    5.0  3.0  F062        557
  26.30    5.0  3.0  F087       1040
  26.30    5.0  3.0  F106       1077
  26.30    5.0  3.0  F129       1095
  26.30    5.0  3.0  F158       1095
  26.30    5.0  3.0  F184       2135
  26.30    5.0  3.0  F146        456
  26.30    5.0  3.0  F213      17000
  26.30   10.0  1.4  F062       1186
  26.30   10.0  1.4  F087       2217
  26.30   10.0  1.4  F106       2262
  26.30   10.0  1.4  F129       2308
  26.30   10.0  1.4  F158       2417
  26.30   10.0  1.4  F184       5664
  26.30   10.0  1.4  F146       1140
  26.30   10.0  1.4  F213      65208
  26.30   10.0  2.0  F062       1533
  26.30   10.0  2.0  F087       2919
  26.30   10.0  2.0  F106       3001
  26.30   10.0  2.0  F129       3047
  26.30   10.0  2.0  F158       3120
  26.30   10.0  2.0  F184       6713
  26.30   10.0  2.0  F146       1387
  26.30   10.0  2.0  F213      66257
  26.30   10.0  3.0  F062       2135
  26.30   10.0  3.0  F087       4095
  26.30   10.0  3.0  F106       4223
  26.30   10.0  3.0  F129       4296
  26.30   10.0  3.0  F158       4314
  26.30   10.0  3.0  F184       8446
  26.30   10.0  3.0  F146       1797
  26.30   10.0  3.0  F213      67999
  26.30   15.0  1.4  F062       2600
  26.30   15.0  1.4  F087       4934
  26.30   15.0  1.4  F106       5044
  26.30   15.0  1.4  F129       5144
  26.30   15.0  1.4  F158       5381
  26.30   15.0  1.4  F184      12705
  26.30   15.0  1.4  F146       2554
  26.30   15.0  1.4  F213     146723
  26.30   15.0  2.0  F062       3411
  26.30   15.0  2.0  F087       6521
  26.30   15.0  2.0  F106       6704
  26.30   15.0  2.0  F129       6822
  26.30   15.0  2.0  F158       6986
  26.30   15.0  2.0  F184      15058
  26.30   15.0  2.0  F146       3110
  26.30   15.0  2.0  F213     149085
  26.30   15.0  3.0  F062       4770
  26.30   15.0  3.0  F087       9175
  26.30   15.0  3.0  F106       9485
  26.30   15.0  3.0  F129       9640
  26.30   15.0  3.0  F158       9677
  26.30   15.0  3.0  F184      18979
  26.30   15.0  3.0  F146       4032
  26.30   15.0  3.0  F213     153007
  26.30   20.0  1.4  F062       4588
